name,moh_area
S‍ilalai South,Valikamam South-West (Sandilipay)
Mathagal East,Valikamam South-West (Sandilipay)
Mathagal South,Valikamam South-West (Sandilipay)
Mathagal West,Valikamam South-West (Sandilipay)
Periyavilan,Valikamam South-West (Sandilipay)
Maresankoodal,Valikamam South-West (Sandilipay)
Ilavalai,Valikamam South-West (Sandilipay)
Mullanai,Valikamam South-West (Sandilipay)
Mallakam South,Valikamam North (Tellipallai)
Mallakam Centre,Valikamam North (Tellipallai)
Mallakam North,Valikamam North (Tellipallai)
Alavedy North,Valikamam North (Tellipallai)
Alaveddy Centre,Valikamam North (Tellipallai)
Alaveddy East,Valikamam North (Tellipallai)
Ganeswaram,Valikamam North (Tellipallai)
Alaveddy South,Valikamam North (Tellipallai)
Alaveddy West,Valikamam North (Tellipallai)
Ilavalai North,Valikamam North (Tellipallai)
Ilavalai North West,Valikamam North (Tellipallai)
Vithahapuram,Valikamam North (Tellipallai)
Pannalai,Valikamam North (Tellipallai)
Kollankaladdy,Valikamam North (Tellipallai)
Naguleswaram,Valikamam North (Tellipallai)
Tellippalai East,Valikamam North (Tellipallai)
Tellippalai,Valikamam North (Tellipallai)
Thurkkapuram,Valikamam North (Tellipallai)
Thanthai Chelvapuram,Valikamam North (Tellipallai)
Maviddapuram,Valikamam North (Tellipallai)
Maviddapuram South,Valikamam North (Tellipallai)
Kankesanthurai West,Valikamam North (Tellipallai)
Kankesanthurai Centre,Valikamam North (Tellipallai)
Kankesanthurai South,Valikamam North (Tellipallai)
Palai Veemankamam North,Valikamam North (Tellipallai)
Palai Veemankamam South,Valikamam North (Tellipallai)
Kadduvan,Valikamam North (Tellipallai)
Kadduvan West,Valikamam North (Tellipallai)
Thenmaylai,Valikamam North (Tellipallai)
Varuththalaivilan,Valikamam North (Tellipallai)
Kurumpasiddy,Valikamam North (Tellipallai)
Kurumpasiddy East,Valikamam North (Tellipallai)
Vasavilan East,Valikamam North (Tellipallai)
Vasavilan West,Valikamam North (Tellipallai)
Myliddy North,Valikamam North (Tellipallai)
Thaiyiddy East,Valikamam North (Tellipallai)
Myliddithurai South,Valikamam North (Tellipallai)
Thaiyiddy North,Valikamam North (Tellipallai)
Thaiyiddy South,Valikamam North (Tellipallai)
Myliddythurai North,Valikamam North (Tellipallai)
Palaly South,Valikamam North (Tellipallai)
Palaly East,Valikamam North (Tellipallai)
Palaly North,Valikamam North (Tellipallai)
Palaly North West,Valikamam North (Tellipallai)
Palaly West,Valikamam North (Tellipallai)
Uduvil South West,Valikamam South (Uduvil)
Uduvil South  East,Valikamam South (Uduvil)
Uduvil Centre,Valikamam South (Uduvil)
Uduvil Centre North,Valikamam South (Uduvil)
Uduvil North,Valikamam South (Uduvil)
Sanguvely,Valikamam South (Uduvil)
Inuvil South West,Valikamam South (Uduvil)
Inuvil East,Valikamam South (Uduvil)
Inuvil North  East,Valikamam South (Uduvil)
Inuvil West,Valikamam South (Uduvil)
Thavady South,Valikamam South (Uduvil)
Thavady East,Valikamam South (Uduvil)
Thavady North,Valikamam South (Uduvil)
Chunnakam Town North,Valikamam South (Uduvil)
Chunnakam Town South,Valikamam South (Uduvil)
Chunnakam Town East,Valikamam South (Uduvil)
Chunnakam  Town Centre,Valikamam South (Uduvil)
Chunnakam  Town West,Valikamam South (Uduvil)
Kantharodai,Valikamam South (Uduvil)
Earlalai West,Valikamam South (Uduvil)
Earlalai South West,Valikamam South (Uduvil)
Earlalai South,Valikamam South (Uduvil)
Earlalai East,Valikamam South (Uduvil)
Earlalai North,Valikamam South (Uduvil)
Earlalai Centre,Valikamam South (Uduvil)
Punnalaikadduvan South,Valikamam South (Uduvil)
Punnalaikadduvan  North,Valikamam South (Uduvil)
Evinai,Valikamam South (Uduvil)
Kuppilan South,Valikamam South (Uduvil)
Kuppilan  North,Valikamam South (Uduvil)
Irupalai South,valikamam-East(kopayi)
Irupalai  East,valikamam-East(kopayi)
Kalviyankadu,valikamam-East(kopayi)
Kopay South,valikamam-East(kopayi)
Kopay Center,valikamam-East(kopayi)
Kopay North,valikamam-East(kopayi)
Urumpirai West,valikamam-East(kopayi)
Urumpirai North,valikamam-East(kopayi)
Urumpirai South,valikamam-East(kopayi)
Urumpirai East,valikamam-East(kopayi)
Urelu,valikamam-East(kopayi)
Neervely South,valikamam-East(kopayi)
Neervely North,valikamam-East(kopayi)
Neervely West,valikamam-East(kopayi)
Siruppiddy East,valikamam-East(kopayi)
Siruppiddy West,valikamam-East(kopayi)
Puttur West,valikamam-East(kopayi)
Puttur North,valikamam-East(kopayi)
Navakkiri,valikamam-East(kopayi)
Avaranhal East,valikamam-East(kopayi)
Avarankal West,valikamam-East(kopayi)
Puttur East,valikamam-East(kopayi)
Achchelu,valikamam-East(kopayi)
Watharawaththai,valikamam-East(kopayi)
Paththaimeny,valikamam-East(kopayi)
Thampalai Kathirippai,valikamam-East(kopayi)
Idaikaddu,valikamam-East(kopayi)
Valalai,valikamam-East(kopayi)
Atchuvely North,valikamam-East(kopayi)
Atchuvely South,valikamam-East(kopayi)
Atchuvely West,valikamam-East(kopayi)
Karanavai South,"Vadamaradchy South-West, Karaveddy"
Karanavai West,"Vadamaradchy South-West, Karaveddy"
Karanavai,"Vadamaradchy South-West, Karaveddy"
Karanavai East,"Vadamaradchy South-West, Karaveddy"
Uduppidy,"Vadamaradchy South-West, Karaveddy"
Uduppidy North,"Vadamaradchy South-West, Karaveddy"
Uduppidy South,"Vadamaradchy South-West, Karaveddy"
Valvetty,"Vadamaradchy South-West, Karaveddy"
Valvetty Centre,"Vadamaradchy South-West, Karaveddy"
Samarabahu,"Vadamaradchy South-West, Karaveddy"
Imayanan,"Vadamaradchy South-West, Karaveddy"
Imayanan West,"Vadamaradchy South-West, Karaveddy"
Karanavai North,"Vadamaradchy South-West, Karaveddy"
Karanavai North West,"Vadamaradchy South-West, Karaveddy"
Karanavai Centre,"Vadamaradchy South-West, Karaveddy"
Karaveddy West,"Vadamaradchy South-West, Karaveddy"
Karaveddy North,"Vadamaradchy South-West, Karaveddy"
Karaveddy  South,"Vadamaradchy South-West, Karaveddy"
Maththony,"Vadamaradchy South-West, Karaveddy"
Karaveddy Centre,"Vadamaradchy South-West, Karaveddy"
Karaveddy East,"Vadamaradchy South-West, Karaveddy"
Kaddaiveli,"Vadamaradchy South-West, Karaveddy"
Thunnalai South,"Vadamaradchy South-West, Karaveddy"
Thunnalai East,"Vadamaradchy South-West, Karaveddy"
Thunnalai,"Vadamaradchy South-West, Karaveddy"
Thunnalai Centre,"Vadamaradchy South-West, Karaveddy"
Thunnalai West,"Vadamaradchy South-West, Karaveddy"
Nelliaddy North,"Vadamaradchy South-West, Karaveddy"
Nelliady,"Vadamaradchy South-West, Karaveddy"
Nelliady East,"Vadamaradchy South-West, Karaveddy"
Alvai,"Vadamaradchy South-West, Karaveddy"
Alvai South,"Vadamaradchy South-West, Karaveddy"
Alvai East,"Vadamaradchy South-West, Karaveddy"
Aththai,"Vadamaradchy South-West, Karaveddy"
Kapputhu,"Vadamaradchy South-West, Karaveddy"
Manalkadu,Vadamaradchi East (Maruthnkerny)
Kudaththanai,Vadamaradchi East (Maruthnkerny)
Kudathanai Karaiyoor,Vadamaradchi East (Maruthnkerny)
Potpathy,Vadamaradchi East (Maruthnkerny)
Ampan,Vadamaradchi East (Maruthnkerny)
Nagar Kovil East,Vadamaradchi East (Maruthnkerny)
Nagar Kovil West,Vadamaradchi East (Maruthnkerny)
Nagar Kovil South,Vadamaradchi East (Maruthnkerny)
Chempiyanpattu North,Vadamaradchi East (Maruthnkerny)
Chempianpattu South,Vadamaradchi East (Maruthnkerny)
Maruthankerny,Vadamaradchi East (Maruthnkerny)
Vathirayan,Vadamaradchi East (Maruthnkerny)
Uduththurai,Vadamaradchi East (Maruthnkerny)
Aliyavalai,Vadamaradchi East (Maruthnkerny)
Vetrilaikerny,Vadamaradchi East (Maruthnkerny)
Mullian,Vadamaradchi East (Maruthnkerny)
Pokkaruppu,Vadamaradchi East (Maruthnkerny)
Chundikulam,Vadamaradchi East (Maruthnkerny)
Thondamanaru South,Vadamaradchi North (Point Pedro)
Thondamanaru North,Vadamaradchi North (Point Pedro)
Kerudavil South,Vadamaradchi North (Point Pedro)
Kerudavil North,Vadamaradchi North (Point Pedro)
Kerudavil East,Vadamaradchi North (Point Pedro)
Valvettithurai North West,Vadamaradchi North (Point Pedro)
Valvettiturai North Centre,Vadamaradchi North (Point Pedro)
Valvettiturai North East,Vadamaradchi North (Point Pedro)
Valvettithurai South West,Vadamaradchi North (Point Pedro)
Valvettiturai South East,Vadamaradchi North (Point Pedro)
Polikandy West,Vadamaradchi North (Point Pedro)
Polikandy East,Vadamaradchi North (Point Pedro)
Polikandy South,Vadamaradchi North (Point Pedro)
Alvai West,Vadamaradchi North (Point Pedro)
Alvai North West,Vadamaradchi North (Point Pedro)
Alvai North Centre,Vadamaradchi North (Point Pedro)
Viyaparimoolai,Vadamaradchi North (Point Pedro)
Alvai North,Vadamaradchi North (Point Pedro)
Point Pedro,Vadamaradchi North (Point Pedro)
Point Pedro South,Vadamaradchi North (Point Pedro)
Point Pedro East,Vadamaradchi North (Point Pedro)
Thumpalai,Vadamaradchi North (Point Pedro)
Thumpalai East,Vadamaradchi North (Point Pedro)
Katkovalam,Vadamaradchi North (Point Pedro)
Puloly North,Vadamaradchi North (Point Pedro)
Puloly North East,Vadamaradchi North (Point Pedro)
Puloly Centre,Vadamaradchi North (Point Pedro)
Puloly West,Vadamaradchi North (Point Pedro)
Puloly South West,Vadamaradchi North (Point Pedro)
Puloly North West,Vadamaradchi North (Point Pedro)
Puloly East,Vadamaradchi North (Point Pedro)
Puloly South,Vadamaradchi North (Point Pedro)
Manthikai,Vadamaradchi North (Point Pedro)
Vallipuram,Vadamaradchi North (Point Pedro)
Thunnalai North,Vadamaradchi North (Point Pedro)
Kaithady North,Thenmaradchi (Chavakachcheri)
Kaithady East,Thenmaradchi (Chavakachcheri)
Kaithady Centre,Thenmaradchi (Chavakachcheri)
Kaithady South,Thenmaradchi (Chavakachcheri)
Kaithady South East,Thenmaradchi (Chavakachcheri)
Kaithady West,Thenmaradchi (Chavakachcheri)
Navatkuli West,Thenmaradchi (Chavakachcheri)
Navatkuli East,Thenmaradchi (Chavakachcheri)
Kovilakkandy,Thenmaradchi (Chavakachcheri)
Kaithady Navatkuli,Thenmaradchi (Chavakachcheri)
Maravanpulo,Thenmaradchi (Chavakachcheri)
Thanankalappu,Thenmaradchi (Chavakachcheri)
Chavakachcheri Town,Thenmaradchi (Chavakachcheri)
Kovilkudiiruppu,Thenmaradchi (Chavakachcheri)
Sangaththanai,Thenmaradchi (Chavakachcheri)
Chavakachcheri North,Thenmaradchi (Chavakachcheri)
Manduvil,Thenmaradchi (Chavakachcheri)
Kalvayal,Thenmaradchi (Chavakachcheri)
Nunavil East,Thenmaradchi (Chavakachcheri)
Nunavil Centre,Thenmaradchi (Chavakachcheri)
Nunavil West,Thenmaradchi (Chavakachcheri)
Kaithady Nunavil,Thenmaradchi (Chavakachcheri)
Then Madduvil,Thenmaradchi (Chavakachcheri)
Madduvil Nunavil,Thenmaradchi (Chavakachcheri)
Madduvil Centre,Thenmaradchi (Chavakachcheri)
Madduvil North,Thenmaradchi (Chavakachcheri)
Madduvil East,Thenmaradchi (Chavakachcheri)
Chandrapuram,Thenmaradchi (Chavakachcheri)
Sarasalai South,Thenmaradchi (Chavakachcheri)
Sarasalai North,Thenmaradchi (Chavakachcheri)
Meesalai North,Thenmaradchi (Chavakachcheri)
Meesalai West,Thenmaradchi (Chavakachcheri)
Ramavil,Thenmaradchi (Chavakachcheri)
Meesalai East,Thenmaradchi (Chavakachcheri)
Allarai,Thenmaradchi (Chavakachcheri)
Vellampokkadi,Thenmaradchi (Chavakachcheri)
Kachchai,Thenmaradchi (Chavakachcheri)
Palavi,Thenmaradchi (Chavakachcheri)
Kodikamam North,Thenmaradchi (Chavakachcheri)
Kodikamam Centre,Thenmaradchi (Chavakachcheri)
Kodikamam South,Thenmaradchi (Chavakachcheri)
Usan,Thenmaradchi (Chavakachcheri)
Karampagam,Thenmaradchi (Chavakachcheri)
Vidaththtpalai,Thenmaradchi (Chavakachcheri)
Ketpely,Thenmaradchi (Chavakachcheri)
Eluthumadduval South,Thenmaradchi (Chavakachcheri)
Eluthumadduval North,Thenmaradchi (Chavakachcheri)
Mirusuvil North,Thenmaradchi (Chavakachcheri)
Mirusuvil South,Thenmaradchi (Chavakachcheri)
Kudamiyan,Thenmaradchi (Chavakachcheri)
Navatkadu,Thenmaradchi (Chavakachcheri)
Varani North,Thenmaradchi (Chavakachcheri)
Masery,Thenmaradchi (Chavakachcheri)
Idaikkurichchi,Thenmaradchi (Chavakachcheri)
Karambaikurichchi,Thenmaradchi (Chavakachcheri)
Varani Iyattalai,Thenmaradchi (Chavakachcheri)
Thavalai Iyattalai,Thenmaradchi (Chavakachcheri)
Manthuvil East,Thenmaradchi (Chavakachcheri)
Manthuvil West,Thenmaradchi (Chavakachcheri)
Manthuvil North,Thenmaradchi (Chavakachcheri)
Ariyalai South West,Nallur
Ariyalai East,Nallur
Ariyalai North West,Nallur
Ariyalai Center West,Nallur
Ariyalai South West(East),Nallur
Ariyalai Centre North,Nallur
Ariyalai Centre,Nallur
Ariyalai Center South,Nallur
Iyanar Kovilady,Nallur
Vannarpannai North,Nallur
Vannarponnai North West,Nallur
Vannarpannai North East ( Part ),Nallur
Vannarponnai N.E.(South),Nallur
Kantharmadam North West,Nallur
Kantharmadam North East (Part),Nallur
Kantharmadam South West,Nallur
Kantharmadam South East,Nallur
Nallur North,Nallur
Nallur Rajadaniya,Nallur
Nallur South,Nallur
Sangiliyanthoppu,Nallur
Thirunelvelly West,Nallur
Thirunelvely Centre South,Nallur
Thirunelvely  South East,Nallur
Thirunelve‍ly North East,Nallur
Thirunelvelly Centre North,Nallur
Kondavil North West,Nallur
Kondavil South West,Nallur
Kondavil Centre  West,Nallur
Kondavil Centre  East,Nallur
Kondavil North East,Nallur
Kondavil South East,Nallur
Kokuvil North East,Nallur
Kokuvil East,Nallur
Kokuvil South East,Nallur
Kokuvil North West,Nallur
Kokuvil West,Nallur
Kokuvil Centre East,Nallur
Kokuvil South West,Nallur
Kokuvil Centre West,Nallur
Nedunkulam,Jaffna
Columbuthurai East,Jaffna
Columbuthurai West,Jaffna
Passaiyoor East,Jaffna
Passaiyoor West,Jaffna
Eachchamoddai,Jaffna
Thirunagar,Jaffna
Reclamation East,Jaffna
Reclamation West,Jaffna
Gurunagar East,Jaffna
Gurunagar West,Jaffna
Small Bazaar,Jaffna
Jaffna Town West,Jaffna
Jaffna Town East,Jaffna
Chundikuly South,Jaffna
Chundikuly North,Jaffna
Maruthady,Jaffna
Aththiady,Jaffna
Sirampiyady,Jaffna
Grand Bazaar,Jaffna
Fort,Jaffna
Vannarpannai,Jaffna
Koddady,Jaffna
Navanthurai South,Jaffna
Navanthurai North,Jaffna
Moor Street South,Jaffna
Moor Street North,Jaffna
New Moor Street,Jaffna
Mandaitivu East,"Island South ,Velanai"
Mandaitivu West,"Island South ,Velanai"
Mandaitivu South,"Island South ,Velanai"
Allaipiddy,"Island South ,Velanai"
Mankumpan,"Island South ,Velanai"
Velanai North,"Island South ,Velanai"
Velanai North East,"Island South ,Velanai"
Velanai East,"Island South ,Velanai"
Velanai South East,"Island South ,Velanai"
Velanai Center East,"Island South ,Velanai"
Velanai South,"Island South ,Velanai"
Velanai center west,"Island South ,Velanai"
Velanai West,"Island South ,Velanai"
Saravanai East,"Island South ,Velanai"
Saravanai West,"Island South ,Velanai"
Pungudutivu North East,"Island South ,Velanai"
Pungudutivu East,"Island South ,Velanai"
Pungudutivu South East,"Island South ,Velanai"
Pungudutivu East South,"Island South ,Velanai"
Pungudutivu South,"Island South ,Velanai"
Pungudutivu North,"Island South ,Velanai"
Pungudutivu Centre North,"Island South ,Velanai"
Pungudutivu South West,"Island South ,Velanai"
Pungudutivu Centre west,"Island South ,Velanai"
Pungudutivu Centre East,"Island South ,Velanai"
Pungudutivu North West,"Island South ,Velanai"
Pungudutivu West,"Island South ,Velanai"
Nainativu North,"Island South ,Velanai"
Nainativu Center,"Island South ,Velanai"
Nainativu South,"Island South ,Velanai"
Delft West,Delft
Delft South,Delft
Delft Centre West,Delft
Delft Centre,Delft
Delft Center East,Delft
Delft East,Delft
Karainagar North,Karainagar
Karainagar North East,Karainagar
Karainagar East,Karainagar
Karainagar Centre,Karainagar
Karainagar North West,Karainagar
Karainagar West,Karainagar
Karainagar South East,Karainagar
Karainagar South,Karainagar
Karainagar South West,Karainagar
