name,moh_area
Ihala Kumbukwewa,Sooriyawewa
Mahagalwewa,Sooriyawewa
Meegaha Jandura,Sooriyawewa
Ranmuduwewa,Sooriyawewa
Weliwewa,Sooriyawewa
Suravirugama,Sooriyawewa
Samajasewapura,Sooriyawewa
Weeriyagama,Sooriyawewa
Hathporuwa,Sooriyawewa
Weniwal Ara,Sooriyawewa
Aliolu Ara,Sooriyawewa
Sooriyawewa Town,Sooriyawewa
Viharagala,Sooriyawewa
Beddewewa,Sooriyawewa
Mahawelikada Ara,Sooriyawewa
Andarawewa,Sooriyawewa
Namadagaswewa,Sooriyawewa
Mahapelessa,Sooriyawewa
Bediganthota,Sooriyawewa
Habaraththawala,Sooriyawewa
Wediwewa,Sooriyawewa
Mahaaluthgamara,Lunugamvehera
Angunakolawewa,Lunugamvehera
Weheragala,Lunugamvehera
Ranawaranawa,Lunugamvehera
Dewramwehera,Lunugamvehera
Bogahawewa,Lunugamvehera
Padawgama,Lunugamvehera
Punchiappujandura,Lunugamvehera
Lunugamvehera New Town,Lunugamvehera
Seenimunna,Lunugamvehera
Kendagasmankada,Lunugamvehera
Mahanagapura,Lunugamvehera
Muwanwewa,Lunugamvehera
Weeravil Ara,Lunugamvehera
Iththanwekada,Lunugamvehera
Maththala,Lunugamvehera
Pahala Maththala,Lunugamvehera
Mihindupura,Lunugamvehera
Abayapura,Lunugamvehera
Singhapura,Lunugamvehera
Senapura,Lunugamvehera
Agbopura,Lunugamvehera
Karambawewa,Lunugamvehera
Rambukwewa,Lunugamvehera
Keerthipura,Lunugamvehera
Samanpura,Lunugamvehera
Ranasiripura,Lunugamvehera
Weeravila,Lunugamvehera
Weligatta,Lunugamvehera
Beralihela,Lunugamvehera
Dutugemunupura,Lunugamvehera
Jayagama,Lunugamvehera
Parakramapura,Lunugamvehera
Saddhathissapura,Lunugamvehera
Saddhathissapura New Town,Lunugamvehera
Saliyapura,Lunugamvehera
Kawanthissapura,Tissamaharama
Kirinda,Tissamaharama
Uddhakandara,Tissamaharama
Joolpallama,Tissamaharama
Weerahela,Tissamaharama
Vijithapura,Tissamaharama
Ellagala,Tissamaharama
Anjaligala,Tissamaharama
Pannagamuwa,Tissamaharama
Dambewelena,Tissamaharama
Mahindapura,Tissamaharama
Gemunupura,Tissamaharama
Ekamuthugama,Tissamaharama
Sandungama,Tissamaharama
Debarawewa,Tissamaharama
Kachcheriyagama,Tissamaharama
Sandagiripura,Tissamaharama
Mahasenpura,Tissamaharama
Shuddha Nagaraya,Tissamaharama
Medawelena,Tissamaharama
Rohanapura,Tissamaharama
Senapura,Tissamaharama
Gangasiripura,Tissamaharama
Polgahawelena,Tissamaharama
Randunuwatta,Tissamaharama
Molakapupatana,Tissamaharama
Tissapura,Tissamaharama
Uduvila,Tissamaharama
Rubberwatta,Tissamaharama
Tissamaharama,Tissamaharama
Gotabhayapura,Tissamaharama
RanaKeliya,Tissamaharama
Viharamahadevipura,Tissamaharama
Yodhakandiya,Tissamaharama
Welipothewela,Tissamaharama
Halmillawa,Tissamaharama
Rathnelumwalayaya,Tissamaharama
Gonagamuwa,Tissamaharama
Saliyapura,Tissamaharama
Nedigamvila,Tissamaharama
Wijayapura,Tissamaharama
Konwelena,Tissamaharama
Magama,Tissamaharama
Andaragasyaya,Tissamaharama
